Name,City,Phone,Website,Address,Under 36mo,Preschool,School Age,Mandarin,Cantonese,CCFRI
Blakely Childcare Centre,Pitt Meadows,604-460-7606,,"12125 Blakely Rd, Pitt Meadows, BC V3Y 1J3",,,,,,Y
Blue Jay Child Care,Pitt Meadows,604-812-2225,Bluejaychildcare.ca,"19327 119 Ave, Pitt Meadows, BC V3Y 2N5",,,,,,Y
Bright Butterfly Child Care Centre Ltd,Pitt Meadows,778-928-3839,,"12149 Harris Rd, Pitt Meadows, BC V3Y 2E6",,,,,,Y
Canyon Springs Montessori,Pitt Meadows,604-465-0597,,"18477 Old Dewdney Trunk Rd, Pitt Meadows, BC V3Y 1Z1",,,,,,Y
Canyon Springs Montessori Academy,Pitt Meadows,778-320-6862,,"18477 Old Dewdney Trunk Rd, Pitt Meadows, BC V3Y 2R9",,,,,,Y
Cefa Meadowtown,Pitt Meadows,778-835-0083,,"115-19800 Lougheed Hwy, Pitt Meadows, BC V3Y 2W1",,,,,,Y
Forever Growing Multi-Age Child Care,Pitt Meadows,604-790-8122,,"19331 121B Ave, Pitt Meadows, BC V3Y 1J5",,,,,,Y
Fundamentals Childcare Centre Inc,Pitt Meadows,778-670-6630,,"12030 Blakely Rd, Pitt Meadows, BC V3Y 1J6",,,,,,Y
Happy Kids Castle Daycare Inc,Pitt Meadows,778-882-1985,,"19004 119 Ave, Pitt Meadows, BC V3Y 1X8",,,,,,Y
Hundred Languages Childcare Inc,Pitt Meadows,604-457-1545,,"110-12409 Harris Rd, Pitt Meadows, BC V3Y 0E7",,Y,,,,Y
Ilm-Edith Mcdermott,Pitt Meadows,250-585-7898,,"12178 Bonson Rd, Pitt Meadows, BC V3Y 2L5",,,,,,Y
Just For Kids,Pitt Meadows,778-928-8099,,"19648 Cedar Lane, Pitt Meadows, BC V3Y 2E4",,,,,,Y
Katzie Early Years Centre,Pitt Meadows,604-458-0046,,"19700 Salish Rd, Pitt Meadows, BC V3Y 2G6",,,,,,Y
Leaps & Bounds Childcare Center,Pitt Meadows,604-809-8966,,"19530 Park Rd, Pitt Meadows, BC V3Y 1A9",,,,,,Y
Lisa's Daycare,Pitt Meadows,604-306-2385,,"3-12267 190 St, Pitt Meadows, BC V3Y 2N9",Y,Y,Y,,,Y
Little Meadows Academy,Pitt Meadows,604-465-9822,,"11887 Bonson Rd, Pitt Meadows, BC V3Y 1K5",,,,,,Y
Love 2 Learn Childcare Services,Pitt Meadows,604-942-9262,,"107-12069 Harris Rd, Pitt Meadows, BC V3Y 0C8",,,,,,Y
Love 2 Learn Childcare Services Inc,Pitt Meadows,604-942-9262,,"12047 Harris Rd, Pitt Meadows, BC V3Y 2B5",,,,,,Y
Meaningful Minds,Pitt Meadows,604-460-8772,,"10-12350 Harris Rd, Pitt Meadows, BC V3Y 0C5",Y,Y,,,,Y
Monkey Butts Daycare,Pitt Meadows,604-466-5007,,"19844 Wildwood Cres S, Pitt Meadows, BC V3Y 1N2",,,,,,Y
Mother Heart Childcare,Pitt Meadows,778-998-5508,,"12445 188A St, Pitt Meadows, BC V3Y 2H5",,,,,,Y
Royal Academy,Pitt Meadows,604-465-8585,,"101, 102, 103 & 104 - 10957 Barnston View Rd, Pitt Meadows, BC V3Y 0B6",Y,Y,,,,Y
Royal Academy,Pitt Meadows,604-460-8585,,"201 - 10958 Barnston View Rd, Pitt Meadows, BC V3Y 0B8",,Y,,,,Y
Stardom Childcare,Pitt Meadows,604-459-7827,,"11435 Bonson Rd, Pitt Meadows, BC V3Y 2S3",,,,,,Y
Wild And Wonderful Family Daycare,Pitt Meadows,604-465-6373,,"19091 117B Ave, Pitt Meadows, BC V3Y 2C3",,,,,,Y
Windy Willows Environmental Centre Inc,Pitt Meadows,604-457-0133,,"19089 Advent Rd, Pitt Meadows, BC V3Y 2C5",Y,Y,Y,,,Y
A To Z Bright Beginners Academy,Port Coquitlam,778-839-5585,,"2364 Lobb Ave, Port Coquitlam, BC V3C 1M8",,,,,,Y
A+ Learning Center,Port Coquitlam,604-474-5629,,"104-3278 Westwood St, Port Coquitlam, BC V3C 3L8",,,,,,Y
Alegria Childcare,Port Coquitlam,604-475-7727,,"3433 Coast Meridian Rd, Port Coquitlam, BC V3B 3N7",,,,,,Y
All Aboard Child Care,Port Coquitlam,604-552-9402,,"1620 Western Dr, Port Coquitlam, BC V3C 2X2",,,,,,Y
Anna's Playhouse Daycare,Port Coquitlam,604-353-4872,,"2581 Kitchener Ave, Port Coquitlam, BC V3B 2B5",,,,,,Y
Astro Tots Learning Center Ltd.,Port Coquitlam,604-803-5428,,"2211 Prairie Ave, Port Coquitlam, BC V3B 1V8",,,,,,Y
B & W Montessori Learning Academy,Port Coquitlam,604-941-6068,,"2462 Yangtze Gate, Port Coquitlam, BC V3B 7X1",,,,,,Y
Bcca Kids Club,Port Coquitlam,604-942-3746,,"1019 Fernwood Ave, Port Coquitlam, BC V3B 5A8",,,,,,Y
Birchland Tree House Play Care Ltd.,Port Coquitlam,604-945-0002,,"1331 Fraser Ave, Port Coquitlam, BC V3B 7H5",,,,,,Y
Bramblewood Montessori Child Care Center Ltd.,Port Coquitlam,604-942-5432,,"201 2255 Wilson Ave, Port Coquitlam, BC V3C 1Z4",,,,,,Y
Bright Future Childcare Ltd,Port Coquitlam,778-237-2677,,"1784 Prairie Ave, Port Coquitlam, BC V3B 1V1",,,,,,Y
Brightpath Port Coquitlam North,Port Coquitlam,604-785-9439,,"3610 Hastings St, Port Coquitlam, BC V3B 4N6",,,,,,Y
Brightstart Children's Academy Ltd,Port Coquitlam,778-883-0529,,"1141 Riverwood Gate, Port Coquitlam, BC V3B 8A2",,,,,,Y
Building Blocks,Port Coquitlam,604-771-1324,,"2621 Davies Ave, Port Coquitlam, BC V3C 2K1",,,,,,Y
Caring Hearts Child Care,Port Coquitlam,604-464-3399,,"1805 Aire Cres, Port Coquitlam, BC V3C 2W6",,,,,,Y
Caring Hearts Child Care,Port Coquitlam,604-464-3399,,"1854 Western Dr, Port Coquitlam, BC V3C 2X7",,,,,,Y
Caring Hearts Child Care,Port Coquitlam,604-464-3399,,"100 - 1278 Confederation Dr, Port Coquitlam, BC V3C 2W2",,,,,,Y
Cedar Drive Preschool Society,Port Coquitlam,604-942-4020,,"3170 Cedar Dr, Port Coquitlam, BC V3B 3C3",,,,,,Y
Cherry Blossom Family Child Care,Port Coquitlam,604-551-3206,,"1263 Kensington Pl, Port Coquitlam, BC V3C 5N9",,,,,,Y
Citadel Childcare Centre,Port Coquitlam,778-859-3835,,"779 Citadel Dr, Port Coquitlam, BC V3C 6E4",,,,,,Y
Citadel Sun Child Care,Port Coquitlam,778-953-5297,,"827 Citadel Dr, Port Coquitlam, BC V3C 6B1",,,,,,Y
Coast Meridian Montessori Pre-School Ltd,Port Coquitlam,604-649-0543,,"1730 Coquitlam Ave, Port Coquitlam, BC V3B 1H7",,,,,,Y
Cocoon Early Learning,Port Coquitlam,778-870-0406,,"2827 Commonwealth St, Port Coquitlam, BC V3B 5V6",,,,,,Y
Coquitlam River Out Of School Care,Port Coquitlam,604-764-0287,,"4250 Shaughnessy St, Port Coquitlam, BC V3E 3E5",,,,,,Y
Creating Smiles - Blakeburn,Port Coquitlam,778-239-2075,,"1040 Riverside Dr, Port Coquitlam, BC V3B 8A7",,,Y,,,Y
Creating Smiles - Central,Port Coquitlam,778-239-2075,,"2260 Central Ave, Port Coquitlam, BC V3C 1V8",,,,,,Y
Creating Smiles - Kilmer,Port Coquitlam,778-239-2075,,"1575 Knappen St, Port Coquitlam, BC V3C 2P8",,,,,,Y
Creative Kids Childcare Learning Centre Inc,Port Coquitlam,604-941-6745,,"1144 Confederation Dr, Port Coquitlam, BC V3C 5Y6",,,,,,Y
D's Daycare,Port Coquitlam,604-942-5211,,"1639 Pitt River Rd, Port Coquitlam, BC V3C 1P5",,,,,,Y
Dream Builders Early Learning Centre,Port Coquitlam,604-552-8261,,"1116-1470 Prairie Ave, Port Coquitlam, BC V3B 5M8",Y,Y,,,,Y
Dream House Child Care,Port Coquitlam,604-440-9918,,"2111 Centennial Ave, Port Coquitlam, BC V3B 2E4",Y,Y,Y,,,Y
Early Learning Childcare Centre,Port Coquitlam,604-475-4809,,"3635 Coast Meridian Rd, Port Coquitlam, BC V3B 3N9",,,,,,Y
Early Learning Childcare Centre,Port Coquitlam,604-475-4800,,"101 3200 Westwood St, Port Coquitlam, BC V3C 6C7",,,,,,Y
Fairy & Kids Child Care,Port Coquitlam,778-319-5474,,"1230 Halifax Ave, Port Coquitlam, BC V3B 7J5",,,,,,Y
Five Stars Child Care,Port Coquitlam,604-442-9431,,"1542 Angelo Ave, Port Coquitlam, BC V3B 1C7",,,,,,Y
Flowers Childcare,Port Coquitlam,778-883-7002,,"1763 Pitt River Rd, Port Coquitlam, BC V3C 1P6",,,,,,Y
Flowers Family Child Care,Port Coquitlam,604-710-8815,,"2977 Coast Meridian Rd, Port Coquitlam, BC V3B 3M7",,,,,,Y
Fraser Little Thinkers Childcare,Port Coquitlam,604-314-7172,,"1033 Fraserview St, Port Coquitlam, BC V3C 5H4",,,,,,Y
Glade Abc Childcare Center,Port Coquitlam,778-686-5878,https://fb.watch/v_nP5gUh56/,"1136 Glade Crt, Port Coquitlam, BC V3B 1R5",,Y,,Y,,Y
Glenwood Childcare Centre,Port Coquitlam,604-944-0850,,"1610 Westminster Ave, Port Coquitlam, BC V3B 1E2",,,,,,Y
Golden Blooms Childcare Centre Ltd,Port Coquitlam,778-994-8142,,"2254 Irvine Ave, Port Coquitlam, BC V3C 3H2",,,,,,Y
Green Planet Daycare,Port Coquitlam,604-941-3039,,"2435 Lobb Ave, Port Coquitlam, BC V3C 6B9",,,,,,Y
Growing Rainbows Daycare,Port Coquitlam,604-468-1734,,"3583 Coast Meridian Rd, Port Coquitlam, BC V3B 3N7",,,,,,Y
Hazelwood Early Learning Centre,Port Coquitlam,778-899-5454,,"1265 Citadel Dr, Port Coquitlam, BC V3C 5X6",,,,,,Y
Honeybees Child Care Center,Port Coquitlam,604-949-1001,,"121A 2099 Lougheed Hwy, Port Coquitlam, BC V3B 1A8",Y,Y,,,,Y
Kid Kat Childcare,Port Coquitlam,604-612-3892,https://kidkatchildcare.ca,"2433 Ottawa St, Port Coquitlam, BC V3B 7N6",,,,,,Y
Kid's Stop Daycare,Port Coquitlam,604-944-8309,,"2359 Hawthorne Ave, Port Coquitlam, BC V3C 1X1",,,,,,Y
Kids' Heaven Learning Centre,Port Coquitlam,778-951-3953,,"3737 Sutherland St, Port Coquitlam, BC V3B 7C2",Y,,,,,Y
Kilmer Children's Centre Inc.,Port Coquitlam,604-941-2644,,"1592 Knappen St, Port Coquitlam, BC V3C 4S9",,,,,,Y
Knowledge Castle Childcare,Port Coquitlam,778-919-9776,,"3731 Evergreen St, Port Coquitlam, BC V3B 4X3",Y,Y,Y,,,Y
La Vie Est Belle Childcare Centre,Port Coquitlam,778-996-0686,,"1103 Confederation Dr, Port Coquitlam, BC V3C 5Y6",Y,Y,,Y,,Y
Lea's Cuddly Corner,Port Coquitlam,604-773-3344,,"1598 Elinor Cres, Port Coquitlam, BC V3C 2Y9",,,,,,Y
Learning Lab Kids Club,Port Coquitlam,778-847-4295,,"2255 Fraser Ave, Port Coquitlam, BC V3B 6G8",,,,,,Y
Life Stars Child Care Corp.,Port Coquitlam,604-726-9430,,"1539 Angelo Ave, Port Coquitlam, BC V3B 1C8",,,,,,Y
Lincoln Park Childcare Centre,Port Coquitlam,604-319-1991,,"3369 Cornwall St, Port Coquitlam, BC V3B 3G8",,,,,,Y
Lions Park Montessori,Port Coquitlam,604-306-0760,,"50 2789 Shaughnessy St, Port Coquitlam, BC V3C 3H1",,,,,,Y
Little Cube Montessori Preschool & Kindergarten,Port Coquitlam,604-475-0410,,"106-3242 Westwood St, Port Coquitlam, BC V3C 3L8",,Y,,,,Y
Little Lamb's Daycare Inc.,Port Coquitlam,604-945-2688,,"1711 Dorset Ave, Port Coquitlam, BC V3B 2A3",,,,,,Y
Little Plum Tree Daycare,Port Coquitlam,604-445-9036,,"2421 Gillespie St, Port Coquitlam, BC V3B 6W5",,,,,,Y
Littles And Middles Dayhome,Port Coquitlam,778-828-4827,,"1352 Oriole Ave, Port Coquitlam, BC V3B 5H6",,,,,,Y
Love & Care Family Daycare,Port Coquitlam,604-552-9091,,"3839 Toronto St, Port Coquitlam, BC V3B 7J6",,,,,,Y
Lululala Child Care,Port Coquitlam,236-516-0026,,"1663 Mcpherson Dr, Port Coquitlam, BC V3C 6C9",,,,,,Y
Magic Years Child Development Center,Port Coquitlam,778-229-2489,,"2166 Drawbridge Close, Port Coquitlam, BC V3C 6H9",,Y,,,,Y
Meris Kids Inc.,Port Coquitlam,236-512-7975,,"1178 Laburnum Ave, Port Coquitlam, BC V3B 1K3",Y,,,,,Y
Meris Kids Poco,Port Coquitlam,236-512-7975,,"2451 Ottawa St, Port Coquitlam, BC V3B 7N6",Y,Y,Y,,,Y
Messy Hands Early Learning Center,Port Coquitlam,604-771-7105,messyhands.ca,"1457 Pitt River Rd, Port Coquitlam, BC V3C 1P1",Y,Y,Y,,,Y
Monte-Reggio Child Care,Port Coquitlam,604-945-4867,,"2407 Bennie Pl, Port Coquitlam, BC V3B 7M6",Y,Y,Y,,,Y
Nature Childcare,Port Coquitlam,778-895-0478,,"2928 Cumberland St, Port Coquitlam, BC V3B 3V4",,,,,,Y
Northside Childcare Facility,Port Coquitlam,604-764-7706,,"1770 Westminster Ave, Port Coquitlam, BC V3B 1E2",,,,,,Y
Penguin And Panda Childcare,Port Coquitlam,778-881-0530,,"1659 Manning Ave, Port Coquitlam, BC V3B 1K7",Y,,,Y,,Y
Pi Academy Child Care,Port Coquitlam,778-688-8320,,"3440 Jervis St, Port Coquitlam, BC V3B 4P3",,,,,,Y
Poco Happy Times Preschool,Port Coquitlam,604-941-8286,,"1761 Westminster Ave, Port Coquitlam, BC V3B 1E5",,,,,,Y
Poco Lavender Forest Child Care Center,Port Coquitlam,236-989-1551,,"3601 Hastings St, Port Coquitlam, BC V3B 4N5",,,,,,Y
Poco Primrose Childcare,Port Coquitlam,778-237-1369,,"1972 Cameron Ave, Port Coquitlam, BC V3C 1J3",Y,Y,Y,,,Y
Poco Village Early Learning Centre Ltd,Port Coquitlam,604-551-9210,,"2879 Shaughnessy St, Port Coquitlam, BC V3C 3H1",,,,,,Y
Pocokids Care & Learn,Port Coquitlam,778-886-7048,,"1525 Bridgman Ave, Port Coquitlam, BC V3B 6H4",,,,,,Y
Port Coquitlam Children's Centre,Port Coquitlam,604-941-9206,,"50-3150 Coast Meridian Rd, Port Coquitlam, BC V3B 5J8",,,,,,Y
Port Coquitlam Community Centre,Port Coquitlam,604-927-5294,,"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",,,,,,Y
Port Coquitlam Daycare,Port Coquitlam,604-941-9206,,"3156 Coast Meridian Rd, Port Coquitlam, BC V3B 5J8",,,,,,Y
Precious Moments Family Child Care,Port Coquitlam,604-942-7503,,"1860 Langan Ave, Port Coquitlam, BC V3C 5K2",,,,,,Y
Pure Play Child Care Shaughnessy,Port Coquitlam,604-854-0327,,"6108-2850 Shaughnessy St, Port Coquitlam, BC V3C 6K5",,,,,,Y
Rainbow Dash Montessori Childcare,Port Coquitlam,778-681-0418,,"2943 Rosewood St, Port Coquitlam, BC V3B 3L8",,,,,,Y
Riverside Childcare,Port Coquitlam,604-475-5309,,"1183 Riverside Dr, Port Coquitlam, BC V3B 7Y6",,,,,,Y
Riverside Childcare Centre,Port Coquitlam,778-985-9215,,"3610 B Westwood St, Port Coquitlam, BC V3B 4S8",,,,,,
Riverwood Academics & Discovery,Port Coquitlam,236-947-3127,,"688 Omineca Pl, Port Coquitlam, BC V3B 7N9",,,,,,Y
Salisbury Childcare Centre Ltd,Port Coquitlam,604-354-1180,,"2120 Salisbury Ave, Port Coquitlam, BC V3B 1Y1",,,,,,Y
Schola Bohemia Services Inc,Port Coquitlam,604-220-4250,,"3151 York St, Port Coquitlam, BC V3B 4A7",,,,,,Y
School Of Early Learning,Port Coquitlam,604-475-4800,,"103 3200 Westwood St, Port Coquitlam, BC V3C 6C7",,,,,,Y
Shelley's Family Daycare,Port Coquitlam,604-942-3777,,"1926 Suffolk Ave, Port Coquitlam, BC V3B 1H2",,,,,,Y
Sherri's Daycare,Port Coquitlam,604-942-7302,,"3806 Clematis Cres, Port Coquitlam, BC V3B 4B1",,,,,,Y
Sprout & Shine Academy,Port Coquitlam,236-765-7868,,"3240 Oxford Street, Port Coquitlam, BC V3B 4C7",Y,Y,,Y,Y,Y
Stay 'N' Play Group Daycare,Port Coquitlam,778-285-5450,,"100-3310 Coast Meridian Rd, Port Coquitlam, BC V3B 3N5",,,,,,Y
Stay 'N' Play Group Daycare,Port Coquitlam,604-942-5455,,"3260 Coast Meridian Rd, Port Coquitlam, BC V3B 3N4",,,,,,Y
Stepping Stones Childcare Centre,Port Coquitlam,778-688-1222,www.steppingstonescc.ca,"1089 Prairie Ave, Port Coquitlam, BC V3B 1S5",Y,Y,,,,Y
Taniere Des Lynx,Port Coquitlam,236-339-4927,,"1618 Patricia Ave, Port Coquitlam, BC V3B 4A8",,,,,,Y
The Alex Early Care And Learning Centre,Port Coquitlam,778-828-9930,,"100-3235 Flint St, Port Coquitlam, BC V3B 4J7",,,,,,Y
The Beautiful Montessori Daycare,Port Coquitlam,604-464-2202,,"104-3242 Westwood St, Port Coquitlam, BC V3C 3L8",Y,Y,,,,Y
The Learning Experience Children's Centre Ltd.,Port Coquitlam,604-942-5008,,"3862 Wellington St, Port Coquitlam, BC V3B 3Z4",,,,,,Y
Tickle Me Pink Family Child Care,Port Coquitlam,604-500-4877,,"1988 Campbell Ave, Port Coquitlam, BC V3C 4T2",,,,,,Y
Tiny Forest Childcare,Port Coquitlam,604-445-8840,,"1851 Salisbury Ave, Port Coquitlam, BC V3B 1X6",Y,,,,,Y
Tiny Sprouts Daycare Ltd,Port Coquitlam,604-725-3608,,"2606 Kingsway Ave, Port Coquitlam, BC V3C 1T6",,,,,,Y
True Colours Family Daycare,Port Coquitlam,604-942-9279,,"1579 Pitt River Rd, Port Coquitlam, BC V3C 1P3",,,,,,Y
Tuberose Childcare,Port Coquitlam,778-522-1297,,"2625 Klassen Crt, Port Coquitlam, BC V3C 5Z2",Y,Y,,,,Y
Turtle Tots Daycare,Port Coquitlam,604-475-1409,,"34-3046 Coast Meridian Rd, Port Coquitlam, BC V3B 5B6",,,,,,
Watch Me Grow Child Care Centre,Port Coquitlam,778-988-9582,,"3916 Oxford St, Port Coquitlam, BC V3B 4E8",,,,,,Y
Westwood Park Daycare,Port Coquitlam,778-806-4715,,"3529 Hastings St, Port Coquitlam, BC V3B 4N3",Y,Y,,Y,Y,Y
A Wave Of Stars Childcare,Port Moody,604-715-7548,,"1821 Barnet Hwy, Port Moody, BC V3H 1V9",,,,,,Y
Annar Fine Art Academy Childcare Ltd,Port Moody,778-822-7120,,"3013 Spring St, Port Moody, BC V3H 4B6",,,,,,Y
Aria Montessori Learning Center,Port Moody,778-989-7264,,"44 Timbercrest Dr, Port Moody, BC V3H 4T7",,,,,,Y
Bay Breeze Buddies,Port Moody,778-846-2684,baybreezebuddies.com,"204 Moray St, Port Moody, BC V3H 2S5",,,,,,Y
Beebee Childcare,Port Moody,514-963-4194,,"2 Laurel Pl, Port Moody, BC V3H 4M9",,,Y,,,Y
Block 8 Academy - #36 Seaview Dr,Port Moody,778-939-3086,,"36 Seaview Dr, Port Moody, BC V3H 1N7",,,,,,Y
Block 8 Academy - 106 Moody Street,Port Moody,778-893-9706,,"106 Moody St, Port Moody, BC V3H 2B9",,,,,,Y
Block 8 Academy - Moody Street,Port Moody,778-893-9706,,"110 Moody St, Port Moody, BC V3H 2B9",,,,,,Y
Block 8 Academy - Spring Street,Port Moody,778-893-9706,,"2626 Spring St, Port Moody, BC V3H 2G8",,,,,,Y
Blossoming Ninos Childcare Centre,Port Moody,778-986-6154,,"900 Glenayre Dr, Port Moody, BC V3H 1J4",,,,,,Y
Brightpath St Johns Kids Zone,Port Moody,604-492-1415,,"2740 St. Johns St, Port Moody, BC V3H 0H4",,,,,,Y
Brightpath St Johns Street,Port Moody,604-492-1415,,"2750 St. Johns St, Port Moody, BC V3H 0H4",,,,,,Y
Busy Crocodile Clarke,Port Moody,778-232-1562,,"2325 Clarke St, Port Moody, BC V3H 1Y9",,,,,,Y
Busy Crocodile French Immersion Children Centre Inc.,Port Moody,604-349-9041,,"2511 St Johns St, Port Moody, BC V3H 2B3",,,,,,Y
Butterfly Early Learning Center,Port Moody,778-928-3839,,"511 San Remo Dr, Port Moody, BC V3H 3S6",,,,,,Y
Butterfly Learning Centre Ltd,Port Moody,778-928-3839,,"1790 Ioco Rd, Port Moody, BC V3H 5C5",,,,,,Y
City Of Art Childcare,Port Moody,604-771-8076,,"1 Creekstone Pl, Port Moody, BC V3H 4L7",,,,,,Y
Constellation Montessori Daycare,Port Moody,604-461-3172,,"122 Moody St, Port Moody, BC V3H 2P8",,,,,,Y
Coronation Kids Care (Mountain Meadows Elementary),Port Moody,236-838-3404,,"999 Noons Creek Dr, Port Moody, BC V3H 4N3",,,,,,Y
Glenayre Montessori Daycare,Port Moody,604-937-0084,,"495 Glencoe St, Port Moody, BC V3H 1G6",,,,,,Y
Griffin's Gateway,Port Moody,604-813-5792,,"495 Glencoe Dr, Port Moody, BC V3H 1G6",,,Y,,,Y
Happy Kids World Childcare Inc,Port Moody,604-900-2412,,"2611A St Johns St, Port Moody, BC V3H 2B5",,,,,,Y
Happy Kids World Home Childcare,Port Moody,778-231-5645,,"2617 St. George St, Port Moody, BC V3H 2G8",,,,,,Y
Heritage Mountain Daycare,Port Moody,604-619-5308,,"145 Ravine Dr, Port Moody, BC V3H 4W3",,,,,,Y
Junior Citizens Care Center,Port Moody,236-838-3404,,"999 Noons Creek Dr, Port Moody, BC V3H 4N3",,,,,,Y
Kiddos Clubhouse Daycare,Port Moody,778-302-1932,,"2225 Clarke St, Port Moody, BC V3H 1Y6",,Y,,,,Y
Kids & Company Port Moody,Port Moody,604-492-1075,,"220 Brew St, Port Moody, BC V3H 0H6",,,,,,Y
Kids Academy (2610),Port Moody,604-353-3830,,"2610 St Johns St, Port Moody, BC V3H 3B6",,,,,,Y
Kids Academy (2624),Port Moody,604-492-5437,,"2624A St Johns St, Port Moody, BC V3H 2B6",,,,,,Y
Kids At Play Daycare,Port Moody,604-374-7484,,"5 Deerwood Pl, Port Moody, BC V3H 4N2",,,,,,Y
Kidz Venture Club,Port Moody,604-727-7991,,"2809 Spring St, Port Moody, BC V3H 4C6",,,,,,Y
Kinder Joy Daycare,Port Moody,778-355-0480,,"406 Glencoe Dr, Port Moody, BC V3H 1E9",,,,,,Y
Kinder Kampus - Heritage Mountain,Port Moody,604-417-9109,,"103-300 Panorama Pl, Port Moody, BC V3H 4Z2",,,,,,Y
Kinder Kampus - Heritage Mountain Community Centre,Port Moody,604-417-9109,,"200 Panorama Pl, Port Moody, BC V3H 5G8",,,,,,Y
Kinder Kampus - Old Orchard Hall,Port Moody,604-417-9109,,"646 Bentley Rd, Port Moody, BC V3H 3A3",,,,,,Y
Kinder Kampus - Pleasantside Elementary School,Port Moody,604-417-9109,,"195 Barber St, Port Moody, BC V3H 3A8",,,,,,Y
Little Star Family Child Care,Port Moody,604-469-3657,,"409 Ioco Rd, Port Moody, BC V3H 2W1",,,,,,Y
Moody ymca Kids Club,Port Moody,250-960-9336,,"2717 St Johns St., Port Moody, BC V3H 2B8",,,,,,Y
Newport Child Care Center,Port Moody,604-792-3337,,"235 Newport Dr, Port Moody, BC V3H 5C9",,,,,,Y
Newport Childcare Center,Port Moody,604-492-3337,,"265B Newport Dr, Port Moody, BC V3H 5C9",,,,,,Y
Parkside Childcare Centre,Port Moody,604-936-9197,,"210 Parkside Dr, Port Moody, BC V3H 4Z6",,,,,,Y
Pumpkin Patch Daycare,Port Moody,604-931-3901,,"1605 Gore St, Port Moody, BC V3H 1W6",,,,,,Y
Rocky Point Montessori,Port Moody,604-619-5308,,"2709 Clarke St, Port Moody, BC V3H 1Z5",,,,,,Y
Sandy Child Care Centre,Port Moody,778-320-8281,,"1 Deerwood Pl, Port Moody, BC V3H 4N2",,,,,,Y
Sunlight Daycare,Port Moody,604-461-0375,,"63 Ravine Dr, Port Moody, BC V3H 4N2",,,,,,Y
Westhill ymca Child Care,Port Moody,250-960-9336,,"203 Westhill Place, Port Moody, BC V3H 3L8",,,,,,Y
Academics Prekindergarten Yvr,Richmond,604-861-9074,,"500-3600 Lysander Lane, Richmond, BC V7B 1C3",,,,,,Y
Academics Prekindergarten Yvr,Richmond,604-861-9074,,"500-3600 Lysander Lane, Richmond, BC V7B 1C3",,,,,,Y
Academics Prekindergarten Yvr,Richmond,604-861-9074,,"400- 3600 Lysander Ln, Richmond, BC V7B 1C3",,,,,,Y
Acorn To Oaks Academy,Richmond,604-284-5499,,"9080 Granville Ave, Richmond, BC V6Y 1P8",,,,,,Y
Acorn To Oaks Academy Group 2,Richmond,604-284-5499,,"9120 Granville Ave, Richmond, BC V6Y 1P8",,,,,,Y
Alderwood House School Sandpiper,Richmond,604-362-7928,,"10111 Fourth Ave, Richmond, BC V7E 1V5",,,,,,Y
Alderwood House School Sandpiper,Richmond,604-362-7928,,"10111 Fourth Ave, Richmond, BC V7E 1V5",,,,,,Y
Anderson ymca Kids Club,Richmond,604-214-6629,,"9460 Alberta Rd, Richmond, BC V6Y 1T6",,,,,,Y
Angels At Home Family Childcare,Richmond,778-322-9472,,"4720 Wyne Cres, Richmond, BC V6V 2V3",,,,,,Y
Apple Tree Child Care Centre,Richmond,604-726-0301,,"10211 Mortfield Rd, Richmond, BC V7A 4H7",,,,,,Y
Apple Tree Maple Child Care Centre,Richmond,604-716-8383,,"9211 Romaniuk Dr, Richmond, BC V7E 5G6",,,,,,Y
Apple Tree Roselea Child Care Centre,Richmond,604-726-0301,,"8740 Roselea Pl, Richmond, BC V7A 2K4",,,,,,Y
